order_id,customer_id,amount,category,order_date
51,382,2559.67,Coffee,2025-06-20
52,380,1578.4,Beauty,2025-10-29
53,169,294.59,Coffee,2025-12-08
54,117,3802.99,Beauty,2026-05-14
55,367,574.79,Fashion,2025-12-28
56,236,4299.98,Fashion,2026-03-24
57,433,987.49,Fashion,2025-06-30
58,223,4189.18,Fashion,2025-08-02
59,24,2581.63,Beauty,2025-12-26
60,414,363.68,Electronics,2025-11-09
61,97,2027.38,Beauty,2025-09-02
62,283,861.5,Beauty,2026-04-20
63,127,2358.08,Electronics,2026-06-09
64,465,3144.97,Fashion,2025-11-23
65,332,3513.15,Electronics,2025-09-16
66,492,4299.89,Coffee,2025-12-23
67,157,3681.09,Electronics,2025-10-29
68,301,3619.55,Coffee,2025-08-09
69,354,4586.43,Electronics,2025-10-10
70,27,3140.21,Fashion,2026-06-07
71,86,1577.85,Fashion,2026-04-10
72,407,1919.01,Electronics,2026-02-02
73,187,3025.61,Coffee,2026-02-12
74,23,4454.24,Coffee,2025-09-15
75,234,712.52,Beauty,2025-11-25
76,490,3191.97,Fashion,2025-10-11
77,249,4506.19,Electronics,2026-01-22
78,214,1019.02,Beauty,2026-01-24
79,46,2845.59,Coffee,2025-07-16
80,145,4595.0,Electronics,2025-11-28
81,142,2949.76,Beauty,2026-04-01
82,492,4366.76,Beauty,2026-05-04
83,319,2785.46,Fashion,2025-09-24
84,389,2603.63,Fashion,2025-10-15
85,223,1900.91,Electronics,2025-10-06
86,17,503.56,Electronics,2025-07-01
87,490,4510.16,Beauty,2025-10-10
88,165,4889.08,Fashion,2025-11-21
89,51,1226.97,Beauty,2026-02-05
90,120,4556.88,Coffee,2025-07-11
91,484,1554.45,Coffee,2025-12-14
92,140,2726.83,Electronics,2026-05-05
93,218,2408.49,Fashion,2025-11-27
94,65,651.25,Electronics,2026-05-23
95,293,2585.14,Fashion,2026-01-25
96,170,3196.8,Coffee,2025-12-29
97,412,3778.96,Beauty,2026-04-24
98,135,3751.43,Beauty,2026-04-17
99,77,4340.15,Electronics,2025-07-24
100,16,2374.13,Beauty,2026-02-08
101,319,3912.28,Fashion,2025-09-04
102,148,1628.09,Beauty,2025-06-14
103,286,2094.06,Fashion,2025-08-31
104,473,3799.09,Coffee,2026-01-07
105,472,3621.01,Electronics,2025-10-08
106,445,2459.08,Fashion,2025-11-30
107,468,2632.84,Coffee,2026-02-08
108,224,3184.69,Electronics,2025-07-31
109,319,4469.62,Coffee,2025-09-17
110,212,2031.76,Fashion,2025-08-02
111,442,2389.75,Beauty,2025-10-22
112,75,4633.78,Electronics,2026-03-17
113,424,1025.03,Electronics,2025-09-20
114,141,2729.25,Coffee,2026-04-16
115,313,4975.8,Coffee,2026-01-31
116,83,3205.74,Beauty,2025-08-24
117,313,1373.58,Beauty,2026-02-22
118,291,3586.78,Fashion,2026-06-11
119,109,850.37,Electronics,2026-02-08
120,403,3289.86,Fashion,2025-10-09
121,62,3445.67,Coffee,2026-05-23
122,282,245.42,Beauty,2025-12-27
123,239,2645.35,Beauty,2025-11-07
124,347,3967.45,Beauty,2026-04-06
125,290,2030.52,Electronics,2025-08-13
126,172,2361.77,Coffee,2025-06-26
127,58,4033.36,Electronics,2026-03-29
128,368,1426.3,Electronics,2025-08-11
129,97,2885.01,Beauty,2026-04-05
130,207,2496.63,Beauty,2025-11-28
131,301,177.81,Beauty,2025-07-18
132,389,466.67,Beauty,2025-09-04
133,467,3736.94,Fashion,2025-11-11
134,81,1204.95,Beauty,2026-01-20
135,79,2998.99,Fashion,2025-09-02
136,324,4178.2,Fashion,2025-07-21
137,60,2925.48,Beauty,2026-06-11
138,382,4691.85,Electronics,2026-01-24
139,52,4875.4,Fashion,2026-01-07
140,193,869.25,Fashion,2025-10-02
141,124,703.2,Coffee,2025-09-02
142,177,2547.61,Beauty,2025-12-08
143,92,4131.61,Coffee,2026-04-13
144,239,2849.1,Electronics,2026-01-08
145,214,3397.28,Fashion,2025-07-20
146,337,4594.27,Beauty,2025-10-29
147,468,3715.74,Fashion,2026-05-21
148,400,230.67,Coffee,2026-04-19
149,415,4449.24,Electronics,2025-09-04
150,21,1017.55,Electronics,2025-10-24
151,449,838.36,Coffee,2025-10-31
152,398,3478.82,Coffee,2026-01-24
153,370,1479.98,Fashion,2026-05-07
154,116,627.27,Fashion,2026-05-03
155,139,3609.77,Beauty,2026-02-22
156,48,3823.91,Electronics,2026-04-12
157,168,4175.51,Fashion,2025-12-10
158,435,2219.57,Beauty,2026-03-01
159,351,4603.2,Electronics,2026-05-09
160,129,3498.07,Coffee,2026-05-06
161,190,4836.72,Coffee,2026-02-19
162,68,1255.05,Coffee,2025-07-27
163,50,111.12,Fashion,2026-03-30
164,411,4992.62,Electronics,2026-01-01
165,287,2940.52,Fashion,2026-04-01
166,137,1669.17,Beauty,2026-06-09
167,156,4158.0,Fashion,2026-06-04
168,114,2283.16,Beauty,2026-06-12
169,244,1909.47,Coffee,2025-08-07
170,436,4618.97,Electronics,2026-03-23
171,178,4440.86,Coffee,2025-12-19
172,255,4366.52,Beauty,2026-02-18
173,30,3000.68,Electronics,2025-09-04
174,208,4308.92,Coffee,2026-03-20
175,496,4985.55,Fashion,2026-04-30
176,419,3910.97,Electronics,2025-11-07
177,478,4684.03,Coffee,2026-02-17
178,448,2343.07,Electronics,2026-04-26
179,101,3016.85,Electronics,2026-04-14
180,433,3059.73,Electronics,2025-12-31
181,366,2187.09,Beauty,2026-03-23
182,437,1575.52,Fashion,2025-11-10
183,437,563.06,Fashion,2025-06-14
184,498,3133.24,Fashion,2025-06-20
185,23,3752.43,Coffee,2025-10-17
186,264,3742.2,Electronics,2026-01-25
187,102,293.9,Electronics,2026-03-12
188,201,2044.57,Beauty,2026-05-07
189,448,551.37,Electronics,2026-04-15
190,112,1095.79,Beauty,2025-07-22
191,316,1025.53,Fashion,2026-01-30
192,201,2606.02,Electronics,2025-11-30
193,178,1108.03,Beauty,2026-02-17
194,457,532.0,Electronics,2026-01-13
195,395,3747.82,Fashion,2025-10-22
196,281,3816.38,Beauty,2025-11-02
197,287,4971.45,Electronics,2026-04-16
198,433,1808.06,Electronics,2026-03-10
199,416,2096.34,Beauty,2025-08-18
200,288,2874.23,Beauty,2026-05-31
201,252,4445.91,Beauty,2026-06-06
202,362,3854.48,Fashion,2026-01-15
203,98,1074.09,Coffee,2026-06-08
204,55,569.58,Fashion,2026-03-09
205,473,2775.29,Electronics,2026-03-24
206,251,1522.61,Coffee,2026-04-29
207,453,856.2,Beauty,2025-07-18
208,349,1999.25,Beauty,2026-04-17
209,447,336.49,Beauty,2025-09-30
210,109,4728.37,Fashion,2025-06-30
211,136,3992.11,Electronics,2026-01-08
212,375,1868.88,Coffee,2025-11-02
213,42,852.98,Electronics,2026-02-03
214,476,1697.6,Fashion,2025-11-05
215,451,3871.89,Beauty,2025-07-30
216,487,2157.93,Coffee,2026-06-11
217,357,1038.4,Fashion,2026-05-05
218,108,2440.33,Electronics,2026-05-02
219,95,3207.62,Beauty,2025-08-11
220,316,176.58,Beauty,2026-02-22
221,63,2496.74,Beauty,2025-12-30
222,405,2233.08,Electronics,2025-12-21
223,485,3243.13,Fashion,2025-10-27
224,214,3886.79,Beauty,2025-10-17
225,109,4580.69,Beauty,2025-07-18
226,447,2260.42,Beauty,2025-12-04
227,26,4738.93,Beauty,2025-08-16
228,328,4555.27,Coffee,2025-07-05
229,394,2044.58,Electronics,2025-07-11
230,139,1739.49,Coffee,2025-08-02
231,445,765.47,Fashion,2026-04-29
232,416,2126.68,Beauty,2026-01-05
233,5,3283.26,Beauty,2025-08-14
234,68,2588.35,Coffee,2025-11-07
235,10,1262.33,Electronics,2026-03-09
236,81,3274.12,Beauty,2025-06-21
237,123,3373.2,Fashion,2025-10-04
238,40,2004.17,Fashion,2025-08-26
239,128,4791.28,Coffee,2025-10-02
240,11,2035.33,Electronics,2026-06-03
241,54,1849.11,Coffee,2025-08-07
242,416,1880.96,Fashion,2025-09-13
243,49,3326.79,Beauty,2026-01-30
244,265,4312.7,Fashion,2025-12-11
245,8,1675.09,Fashion,2025-06-20
246,134,456.22,Fashion,2025-10-26
247,142,1938.57,Electronics,2025-07-28
248,380,1965.52,Beauty,2026-02-19
249,11,2129.74,Beauty,2026-01-10
250,201,2967.66,Beauty,2025-07-05
251,230,4869.78,Electronics,2025-07-27
252,268,1224.9,Fashion,2025-12-19
253,330,3199.49,Fashion,2026-02-10
254,184,1925.0,Beauty,2026-04-21
255,278,2270.16,Electronics,2026-02-12
256,93,4421.35,Fashion,2025-12-10
257,160,2806.5,Beauty,2026-01-12
258,68,3589.43,Electronics,2025-09-03
259,51,2950.84,Coffee,2025-06-26
260,166,1772.36,Fashion,2025-12-02
261,245,3252.44,Fashion,2026-04-23
262,61,1350.89,Electronics,2026-01-08
263,12,3235.52,Coffee,2026-06-01
264,333,2656.16,Fashion,2025-06-18
265,360,4675.35,Beauty,2025-06-20
266,209,4248.34,Coffee,2025-07-06
267,270,4710.86,Coffee,2026-04-03
268,245,4490.93,Fashion,2026-02-24
269,263,1234.8,Electronics,2025-07-19
270,162,2998.25,Fashion,2025-12-20
271,227,3808.17,Fashion,2025-06-18
272,375,1366.08,Fashion,2026-03-12
273,168,4525.47,Beauty,2026-05-27
274,48,3427.78,Fashion,2025-10-10
275,272,3419.93,Coffee,2026-02-24
276,337,2389.59,Fashion,2026-03-09
277,311,4641.9,Fashion,2025-08-12
278,43,4491.63,Fashion,2026-04-19
279,357,3315.39,Fashion,2025-11-07
280,474,4556.51,Coffee,2025-07-31
281,274,3110.34,Coffee,2025-08-29
282,50,2813.95,Coffee,2026-01-16
283,406,465.17,Beauty,2026-05-13
284,448,2951.59,Electronics,2026-03-25
285,258,1155.38,Coffee,2026-02-05
286,113,4852.52,Beauty,2025-09-14
287,62,1339.85,Fashion,2025-09-03
288,235,3725.25,Coffee,2026-01-16
289,328,3379.19,Electronics,2026-03-15
290,42,3539.67,Beauty,2025-07-21
291,167,3294.13,Fashion,2026-03-26
292,113,4377.85,Coffee,2026-05-08
293,363,1204.75,Electronics,2025-11-12
294,96,4660.55,Beauty,2025-11-15
295,425,4334.64,Beauty,2025-08-24
296,154,2045.08,Fashion,2025-12-09
297,54,2497.17,Beauty,2025-12-10
298,120,2134.5,Electronics,2026-01-31
299,434,2485.18,Coffee,2026-03-31
300,67,1063.23,Coffee,2026-05-05
301,16,2530.16,Fashion,2026-01-16
302,376,2264.65,Beauty,2026-04-09
303,384,4344.31,Beauty,2026-02-07
304,121,168.23,Fashion,2025-09-05
305,260,2098.74,Electronics,2025-11-22
306,295,573.88,Coffee,2026-05-07
307,453,178.42,Beauty,2025-06-15
308,120,888.61,Coffee,2025-12-22
309,220,4334.83,Fashion,2026-04-27
310,271,1638.46,Fashion,2026-01-06
311,374,4218.24,Electronics,2026-05-03
312,140,2131.55,Fashion,2025-10-04
313,373,4687.07,Beauty,2025-09-11
314,90,709.94,Electronics,2026-05-20
315,125,1806.68,Coffee,2025-08-27
316,360,834.32,Fashion,2026-05-22
317,136,133.84,Electronics,2026-03-02
318,463,3497.7,Fashion,2026-01-21
319,42,355.17,Electronics,2025-10-13
320,227,694.13,Beauty,2026-06-12
321,398,3979.15,Electronics,2026-02-28
322,145,1161.39,Beauty,2025-11-09
323,64,4146.16,Beauty,2025-11-23
324,226,4408.33,Coffee,2026-03-04
325,346,3013.06,Beauty,2025-10-20
326,1,1655.09,Beauty,2025-10-05
327,110,3566.12,Beauty,2026-04-08
328,169,416.21,Electronics,2025-11-05
329,118,4954.91,Fashion,2026-01-18
330,411,1131.6,Beauty,2025-12-10
331,125,4224.59,Fashion,2025-11-04
332,81,3894.83,Fashion,2025-07-07
333,219,1247.69,Beauty,2025-12-25
334,105,4029.56,Beauty,2025-12-25
335,239,2150.18,Coffee,2025-09-27
336,329,4404.47,Electronics,2025-10-12
337,244,1512.57,Fashion,2026-05-29
338,400,3325.29,Electronics,2025-09-13
339,136,3000.86,Fashion,2026-03-23
340,385,3533.36,Beauty,2025-07-26
341,304,2062.26,Beauty,2025-06-21
342,349,1061.32,Beauty,2026-02-12
343,257,4429.73,Fashion,2026-02-27
344,64,3479.63,Coffee,2025-08-31
345,139,4837.12,Coffee,2026-04-24
346,19,2371.17,Fashion,2026-03-14
347,227,3326.39,Electronics,2025-07-22
348,299,3441.15,Coffee,2025-12-19
349,161,668.59,Coffee,2025-11-17
350,341,1124.85,Beauty,2026-01-21
351,260,4645.23,Electronics,2026-06-12
352,205,4554.04,Fashion,2026-03-14
353,407,1018.77,Electronics,2026-05-13
354,79,451.16,Beauty,2025-07-25
355,499,1315.81,Coffee,2025-09-12
356,14,4481.61,Electronics,2026-02-01
357,213,1439.84,Coffee,2025-10-05
358,353,4898.74,Coffee,2025-12-26
359,202,3466.94,Electronics,2026-01-25
360,149,4124.5,Beauty,2025-10-23
361,449,2698.69,Coffee,2025-11-08
362,22,4878.31,Fashion,2025-11-29
363,277,4230.42,Beauty,2025-11-28
364,467,4774.6,Fashion,2026-04-15
365,98,1174.29,Electronics,2025-07-22
366,317,1844.99,Coffee,2026-02-24
367,9,2518.03,Fashion,2026-05-28
368,316,1635.39,Beauty,2026-02-22
369,425,3208.05,Beauty,2025-11-02
370,287,4073.05,Fashion,2025-10-15
371,49,4681.46,Coffee,2025-08-20
372,458,3142.65,Beauty,2025-11-10
373,266,4868.81,Fashion,2025-08-23
374,174,4274.04,Beauty,2026-05-20
375,203,1753.39,Beauty,2025-08-27
376,236,1680.81,Fashion,2025-10-26
377,252,1459.37,Beauty,2025-09-28
378,448,2358.59,Electronics,2025-11-04
379,184,2431.21,Fashion,2025-10-05
380,258,3855.16,Electronics,2025-08-27
381,482,273.06,Beauty,2025-11-09
382,273,3474.32,Beauty,2025-12-30
383,446,820.96,Fashion,2025-10-21
384,498,3933.28,Fashion,2025-07-30
385,128,1609.94,Electronics,2025-12-04
386,56,3382.22,Beauty,2025-09-17
387,114,414.48,Fashion,2025-07-02
388,470,4760.06,Coffee,2026-02-21
389,158,1686.01,Coffee,2026-03-18
390,116,4290.54,Coffee,2026-05-07
391,260,216.29,Beauty,2026-05-25
392,162,3929.5,Coffee,2026-05-30
393,85,1322.77,Coffee,2025-07-03
394,376,4099.94,Electronics,2025-08-22
395,404,1906.25,Coffee,2026-01-28
396,201,1982.32,Electronics,2025-08-01
397,497,1344.2,Coffee,2025-11-18
398,461,1719.5,Beauty,2025-08-01
399,422,4514.9,Fashion,2026-05-11
400,470,3799.66,Electronics,2026-01-13
401,376,2260.0,Electronics,2025-09-26
402,374,4077.38,Electronics,2025-07-23
403,149,1978.94,Coffee,2025-12-10
404,342,2600.94,Electronics,2025-09-03
405,185,4491.77,Coffee,2026-04-23
406,291,1529.52,Coffee,2026-03-13
407,490,1265.25,Fashion,2025-10-26
408,53,3508.11,Electronics,2025-06-16
409,210,3541.48,Beauty,2025-11-21
410,51,2723.38,Beauty,2025-07-08
411,138,4291.65,Electronics,2025-09-17
412,156,4313.42,Coffee,2026-01-31
413,271,2732.18,Fashion,2025-08-03
414,433,3600.66,Electronics,2026-03-27
415,109,4808.63,Fashion,2025-08-16
416,22,1273.42,Beauty,2025-06-22
417,333,3954.51,Coffee,2025-09-11
418,33,2599.8,Coffee,2025-09-23
419,235,4296.08,Beauty,2025-11-26
420,279,3968.59,Electronics,2026-06-07
421,313,2589.8,Coffee,2026-03-07
422,108,4594.04,Coffee,2025-06-26
423,23,4905.99,Electronics,2025-10-13
424,354,2460.67,Fashion,2026-02-02
425,9,4790.16,Fashion,2025-12-14
426,352,352.62,Beauty,2026-05-24
427,361,4116.66,Electronics,2025-07-06
428,400,3103.59,Coffee,2025-07-31
429,72,284.69,Beauty,2025-12-27
430,499,3167.12,Fashion,2025-08-14
431,261,2368.54,Beauty,2025-12-20
432,83,3737.32,Fashion,2025-12-18
433,343,931.98,Beauty,2026-01-19
434,308,2624.61,Electronics,2026-01-05
435,436,4292.52,Coffee,2025-08-19
436,449,4364.21,Coffee,2026-02-13
437,421,4196.05,Coffee,2026-01-27
438,314,1277.39,Coffee,2026-01-13
439,270,1528.24,Coffee,2026-03-27
440,492,4225.39,Fashion,2026-03-04
441,137,1835.54,Fashion,2026-02-05
442,156,1363.33,Fashion,2025-07-25
443,434,2759.77,Beauty,2025-07-14
444,276,3973.91,Electronics,2025-06-13
445,417,3326.4,Electronics,2026-02-14
446,242,1316.76,Fashion,2025-11-08
447,402,3101.54,Electronics,2025-12-10
448,347,4953.59,Electronics,2025-12-13
449,203,2573.85,Beauty,2026-05-29
450,276,4333.73,Electronics,2026-05-29
451,478,4313.75,Fashion,2025-12-11
452,359,4147.64,Electronics,2025-08-02
453,448,646.64,Fashion,2026-04-22
454,380,666.6,Coffee,2026-01-11
455,101,3359.36,Coffee,2025-10-25
456,498,4753.47,Fashion,2026-05-21
457,184,2266.93,Coffee,2025-09-05
458,37,3261.71,Beauty,2026-04-22
459,212,3899.72,Coffee,2025-11-20
460,255,4829.15,Beauty,2025-07-11
461,485,4840.09,Beauty,2025-12-26
462,293,3224.26,Fashion,2026-02-09
463,302,4109.78,Electronics,2025-10-01
464,411,1553.22,Coffee,2026-02-23
465,190,1861.81,Coffee,2026-03-01
466,184,2532.68,Beauty,2025-09-05
467,56,2950.74,Fashion,2026-04-01
468,132,4238.13,Fashion,2025-09-23
469,304,3713.03,Fashion,2025-07-10
470,268,2699.27,Coffee,2026-06-04
471,119,1137.15,Coffee,2025-08-23
472,329,3641.01,Coffee,2025-09-13
473,321,2897.38,Electronics,2026-05-27
474,321,2369.59,Coffee,2026-03-14
475,328,4121.72,Beauty,2026-04-08
476,12,3831.43,Coffee,2026-05-23
477,63,1300.88,Electronics,2025-10-30
478,217,2869.96,Electronics,2025-11-29
479,76,1276.75,Beauty,2025-10-25
480,205,529.73,Coffee,2026-05-09
481,309,3707.62,Electronics,2025-09-20
482,396,1800.34,Electronics,2025-06-23
483,266,2178.28,Electronics,2026-04-19
484,302,3475.48,Electronics,2025-10-10
485,164,3768.47,Fashion,2025-09-10
486,223,1332.91,Electronics,2026-02-19
487,332,4890.37,Electronics,2026-01-15
488,93,1714.69,Electronics,2025-11-11
489,64,4376.88,Fashion,2026-04-20
490,327,244.34,Beauty,2025-10-06
491,347,385.28,Beauty,2026-05-24
492,283,1922.32,Beauty,2026-04-21
493,411,3092.01,Electronics,2026-06-09
494,142,2255.27,Electronics,2026-02-08
495,492,1904.53,Coffee,2025-06-28
496,127,368.11,Beauty,2025-08-05
497,478,192.69,Fashion,2026-04-13
498,209,4067.86,Beauty,2026-06-10
499,359,4878.25,Fashion,2026-01-21
500,184,152.23,Electronics,2025-08-05
501,399,3305.82,Electronics,2025-12-15
502,377,1653.87,Electronics,2025-09-18
503,16,4277.59,Beauty,2026-05-05
504,478,1416.39,Beauty,2025-12-28
505,34,2880.35,Coffee,2026-03-30
506,278,331.37,Coffee,2025-08-30
507,308,618.67,Fashion,2025-12-20
508,217,3901.09,Fashion,2025-07-12
509,375,2552.16,Beauty,2025-07-30
510,19,951.7,Coffee,2025-09-11
511,442,1137.87,Fashion,2025-06-25
512,447,1439.49,Electronics,2026-03-15
513,353,4857.56,Electronics,2025-11-09
514,366,3444.13,Beauty,2025-10-05
515,480,4297.37,Fashion,2025-08-13
516,156,4770.44,Fashion,2026-03-14
517,396,2052.88,Fashion,2025-09-28
518,8,494.95,Electronics,2026-04-30
519,486,1565.65,Beauty,2025-10-08
520,330,4212.7,Electronics,2025-09-05
521,470,3183.58,Fashion,2026-04-08
522,32,2313.6,Beauty,2026-04-08
523,104,1032.11,Electronics,2026-04-11
524,31,3324.85,Fashion,2026-05-25
525,64,1868.12,Electronics,2026-04-03
526,349,4904.04,Coffee,2025-09-09
527,335,4911.58,Coffee,2025-12-13
528,321,2622.26,Fashion,2025-11-22
529,324,3273.41,Coffee,2025-10-20
530,380,3901.26,Fashion,2025-10-07
531,300,1570.0,Coffee,2026-01-03
532,110,432.41,Beauty,2026-01-24
533,338,3295.41,Coffee,2025-12-21
534,349,182.92,Electronics,2025-10-08
535,430,217.49,Coffee,2025-10-09
536,450,4887.98,Fashion,2025-11-17
537,318,404.08,Beauty,2025-11-05
538,223,1518.53,Beauty,2025-07-16
539,480,3309.57,Fashion,2025-07-26
540,11,2651.99,Beauty,2025-10-13
541,215,833.06,Beauty,2026-04-15
542,78,2360.37,Fashion,2025-12-29
543,229,2767.49,Fashion,2026-05-08
544,8,3977.37,Coffee,2026-03-21
545,5,3042.42,Beauty,2026-03-01
546,36,4282.04,Electronics,2026-03-08
547,176,4547.12,Beauty,2025-06-19
548,45,3115.13,Fashion,2025-06-27
549,117,2196.6,Fashion,2025-08-11
550,119,3324.38,Electronics,2026-03-09
551,144,4317.71,Coffee,2025-12-06
552,22,1842.56,Beauty,2026-01-03
553,157,4580.36,Electronics,2026-05-09
554,150,2884.86,Beauty,2025-12-30
555,420,2109.57,Beauty,2025-07-21
556,469,1606.82,Electronics,2025-07-01
557,300,955.67,Electronics,2026-03-08
558,150,3581.17,Fashion,2025-12-05
559,357,534.97,Coffee,2025-07-13
560,72,3343.88,Fashion,2026-03-24
561,402,4966.45,Electronics,2025-08-03
562,103,3180.53,Beauty,2025-10-21
563,221,1747.88,Beauty,2025-07-14
564,188,2135.58,Coffee,2026-02-21
565,280,1474.15,Electronics,2025-10-08
566,202,1094.0,Coffee,2026-01-19
567,105,561.31,Coffee,2025-12-10
568,120,3838.51,Coffee,2025-10-14
569,36,2460.39,Beauty,2026-01-13
570,363,3761.26,Beauty,2026-02-27
571,322,2536.88,Fashion,2026-02-02
572,295,4442.96,Coffee,2025-06-17
573,374,2289.47,Beauty,2025-10-04
574,62,4371.97,Beauty,2026-02-26
575,370,3897.18,Beauty,2025-12-29
576,215,3663.33,Beauty,2025-07-17
577,60,3377.1,Electronics,2025-08-20
578,126,502.29,Beauty,2026-03-09
579,127,1336.1,Electronics,2025-12-17
580,23,2670.24,Beauty,2025-09-17
581,232,2139.95,Fashion,2026-01-24
582,323,724.45,Electronics,2025-11-16
583,296,2606.82,Electronics,2025-10-28
584,412,2797.04,Beauty,2025-10-06
585,387,1791.82,Coffee,2026-02-27
586,258,4096.76,Electronics,2026-03-04
587,147,4168.36,Beauty,2025-10-29
588,202,450.61,Beauty,2026-04-20
589,202,3261.78,Beauty,2025-08-23
590,471,3532.8,Fashion,2026-05-08
591,408,187.13,Beauty,2025-06-27
592,415,704.54,Beauty,2026-05-07
593,147,4960.05,Beauty,2025-11-05
594,295,545.41,Coffee,2025-09-30
595,248,1620.72,Fashion,2025-12-07
596,20,4282.64,Coffee,2026-04-07
597,131,1504.45,Fashion,2025-12-03
598,391,2335.33,Electronics,2025-07-04
599,366,4476.25,Coffee,2025-11-03
600,59,4890.59,Beauty,2026-06-07
601,309,434.91,Beauty,2025-08-12
602,24,3039.14,Electronics,2025-07-06
603,377,146.74,Coffee,2026-03-24
604,439,3982.79,Beauty,2025-07-01
605,59,1260.79,Fashion,2025-07-24
606,390,958.96,Fashion,2026-04-13
607,172,4345.29,Fashion,2025-12-17
608,457,2019.13,Coffee,2026-03-31
609,186,192.97,Fashion,2025-11-02
610,429,3702.86,Beauty,2026-04-10
611,491,2084.51,Beauty,2025-07-04
612,271,613.27,Coffee,2026-03-21
613,211,3320.55,Beauty,2025-11-08
614,365,685.29,Electronics,2026-03-25
615,80,1855.03,Beauty,2025-08-20
616,269,1522.36,Coffee,2025-07-22
617,63,1357.23,Beauty,2025-11-18
618,61,674.04,Electronics,2026-03-26
619,334,3234.7,Fashion,2025-10-03
620,226,4096.55,Beauty,2026-01-01
621,129,1072.48,Coffee,2026-02-24
622,496,3128.21,Electronics,2025-12-22
623,5,1847.71,Fashion,2026-03-15
624,218,1512.84,Coffee,2025-10-08
625,30,1165.55,Beauty,2025-08-13
626,277,2379.25,Electronics,2025-09-20
627,235,2666.62,Electronics,2026-01-05
628,412,172.26,Fashion,2025-08-12
629,3,3121.5,Fashion,2025-06-25
630,229,2981.2,Beauty,2026-04-08
631,283,536.63,Fashion,2026-01-28
632,16,3613.34,Electronics,2026-04-24
633,357,432.58,Coffee,2025-07-02
634,197,4908.22,Coffee,2026-01-19
635,321,538.08,Fashion,2026-01-01
636,348,4698.55,Coffee,2026-02-25
637,106,1303.67,Fashion,2026-01-01
638,216,2034.59,Beauty,2025-11-04
639,436,2006.8,Electronics,2026-01-11
640,6,2052.9,Electronics,2025-08-04
641,325,1843.06,Beauty,2026-01-11
642,61,3509.06,Electronics,2025-11-19
643,195,1497.17,Beauty,2025-08-04
644,447,2430.85,Electronics,2025-12-08
645,305,4506.62,Beauty,2026-05-16
646,253,1169.9,Beauty,2025-07-22
647,482,2385.57,Coffee,2026-03-30
648,272,4499.21,Coffee,2026-05-18
649,305,3416.81,Beauty,2026-06-07
650,155,4648.03,Coffee,2026-04-04
651,469,3309.21,Coffee,2026-03-21
652,258,2195.87,Coffee,2025-08-11
653,7,1120.41,Beauty,2026-05-28
654,45,4607.37,Fashion,2025-11-28
655,138,2212.05,Coffee,2026-03-30
656,471,4149.87,Beauty,2025-08-27
657,199,3955.97,Electronics,2026-02-16
658,357,137.54,Coffee,2026-02-03
659,95,2714.93,Beauty,2025-11-23
660,493,2500.6,Beauty,2025-11-30
661,221,2556.65,Electronics,2026-02-01
662,376,1618.95,Coffee,2025-07-11
663,457,3492.63,Coffee,2025-10-31
664,378,4250.32,Electronics,2025-09-05
665,349,905.69,Electronics,2026-04-01
666,242,422.68,Coffee,2025-12-26
667,311,2180.72,Coffee,2025-08-09
668,362,2689.68,Fashion,2025-09-14
669,201,4975.95,Beauty,2026-02-08
